 10.85 -13.83 0.18 -4.76 6.23 9.99 18.32 1.46 26.26 7.97 2.61 13.90 5.34 -2.04 26.25 -0.09 7.48 -0.16 -3.35 -3.57 11.81 -4.23 6.72 2.65 3.29 4.07 1.00 29.32 11.65 11.74
 10.41 -13.73 0.86 -4.28 6.52 10.44 18.33 1.66 26.74 8.01 2.90 14.01 5.83 -1.66 26.04 -0.12 7.65 -0.83 -2.79 -3.42 12.23 -4.62 7.03 2.48 2.88 4.87 0.97 29.44 11.40 10.79
 9.86 -14.26 1.02 -3.96 6.55 10.80 18.08 1.73 27.31 7.78 2.81 14.00 5.93 -1.75 25.78 -0.46 7.74 -1.91 -2.47 -3.55 12.77 -5.48 7.42 2.20 1.96 5.48 0.55 29.66 10.95 9.76
 9.65 -14.16 1.83 -3.05 7.05 11.60 18.48 2.34 28.03 7.86 3.25 14.25 6.75 -1.21 25.92 -0.16 8.18 -2.06 -1.66 -3.03 13.75 -5.83 8.11 2.58 1.51 6.44 0.64 29.90 11.02 9.43
 9.83 -14.13 2.28 -2.03 7.54 12.30 18.70 2.95 28.76 8.05 3.61 14.55 7.33 -0.87 26.20 -0.11 8.64 -2.46 -0.88 -2.79 14.97 -6.12 9.09 2.85 1.18 7.23 0.60 30.32 11.22 9.40
 10.20 -14.00 3.03 -0.74 8.28 13.27 19.43 3.93 29.96 8.42 4.25 15.01 8.37 -0.35 26.78 0.20 9.48 -2.39 0.17 -2.02 16.62 -6.18 10.38 3.51 0.85 8.46 0.71 30.91 11.68 9.88
 10.52 -13.66 3.76 0.78 8.97 14.12 19.94 4.86 30.80 8.71 4.95 15.40 9.36 0.25 27.17 0.69 10.21 -2.15 1.15 -1.30 18.03 -5.99 11.59 4.16 0.92 9.40 1.01 31.19 12.18 10.39
 10.92 -14.03 4.41 2.27 9.77 15.14 20.66 5.72 32.25 8.74 5.33 15.88 10.51 0.61 27.92 0.96 10.89 -2.21 2.03 -0.77 19.79 -6.27 12.87 4.63 0.47 10.30 1.01 31.90 12.78 10.95
 11.38 -13.93 5.11 3.52 10.69 15.83 21.35 6.58 33.41 8.96 5.70 16.23 11.54 0.98 28.64 1.23 11.41 -1.99 2.82 -0.23 21.42 -6.27 14.00 5.35 0.59 10.78 1.21 32.32 13.20 11.76
 11.83 -14.11 5.66 5.20 11.62 16.40 21.92 7.54 34.59 9.07 6.16 16.48 12.74 1.41 28.77 1.48 11.80 -1.82 3.69 0.38 22.89 -6.13 15.12 5.95 0.55 11.53 1.36 32.79 13.67 12.59
 12.19 -13.60 6.57 6.72 12.56 16.90 22.28 8.46 35.11 8.96 6.46 16.44 13.76 2.06 28.86 2.09 12.29 -1.19 4.69 1.11 24.17 -5.75 15.86 6.71 0.80 11.87 1.72 32.43 14.00 13.23
 13.22 -13.47 7.20 8.60 14.12 17.62 23.37 9.46 36.84 9.63 7.12 17.11 15.17 2.75 29.65 2.44 12.98 -0.79 5.67 1.83 26.09 -5.25 17.16 7.63 1.49 12.46 2.33 33.79 14.84 14.45
 13.37 -13.12 7.48 9.39 14.78 17.48 23.27 9.83 36.66 9.42 7.12 16.74 15.70 2.93 29.04 2.55 12.85 -0.56 6.27 2.14 26.75 -4.88 17.48 7.88 1.84 12.24 2.47 33.11 14.71 14.81
 13.92 -13.10 7.90 10.99 15.87 17.63 23.86 10.28 37.43 9.63 7.54 16.80 16.61 3.49 29.01 2.80 13.05 -0.18 6.93 2.48 27.81 -4.61 18.09 8.38 2.08 12.28 2.84 33.63 15.04 15.33
 14.05 -13.20 8.17 12.11 16.99 17.76 24.19 10.60 37.78 9.48 7.64 16.54 17.21 3.89 28.90 2.97 13.06 0.06 7.49 2.47 28.93 -4.69 18.32 8.64 2.05 11.88 2.99 33.73 15.20 15.65
 14.27 -13.33 8.49 13.07 17.95 17.84 24.61 10.81 38.26 9.27 7.64 16.35 17.97 4.41 28.85 3.11 13.04 0.19 7.92 2.37 29.95 -4.96 18.47 8.76 1.77 11.45 3.25 33.71 15.20 15.71
 14.62 -13.21 8.63 14.33 19.11 17.89 24.93 11.04 38.48 9.45 8.09 16.26 18.54 4.94 28.58 3.23 12.96 0.28 8.38 2.54 30.76 -4.87 18.84 8.90 1.75 11.46 3.60 34.17 15.41 15.89
 14.40 -13.37 8.24 14.94 19.52 17.43 24.67 10.80 38.07 9.16 8.01 15.68 18.62 5.16 27.80 3.19 12.64 0.04 8.23 2.14 30.89 -5.16 18.39 8.54 1.14 10.75 3.59 33.85 15.04 15.42
 14.58 -12.97 8.09 15.62 20.25 17.25 24.61 10.74 37.89 9.34 8.19 15.46 18.71 5.56 27.29 3.12 12.42 -0.13 8.35 2.07 31.27 -5.13 18.47 8.44 0.74 10.43 3.83 33.80 15.02 15.36
 14.76 -12.60 8.14 16.76 21.23 17.61 24.92 10.93 38.24 9.49 8.70 15.61 19.29 6.42 27.32 3.61 12.66 -0.10 8.63 2.21 32.01 -5.07 18.46 8.59 0.31 10.37 4.43 34.21 15.29 15.31
 14.34 -12.39 7.12 16.88 21.13 16.83 24.01 10.19 37.33 9.29 8.34 14.99 18.41 6.50 26.01 3.19 12.11 -0.86 8.19 1.62 31.41 -5.48 17.89 7.96 -0.74 9.57 4.11 33.47 14.76 14.35
 14.35 -12.59 6.64 17.37 21.51 16.98 24.00 9.86 37.87 9.27 8.43 14.99 18.26 6.94 26.11 3.06 12.33 -1.32 7.86 1.16 31.87 -6.08 17.70 7.68 -1.66 9.10 4.17 33.81 14.83 13.94
